index,Brand,Model,Type,Gender,Size,Color,Material,Price (USD),Number of Items Sold,Selling Price,City
507,Reebok,Zig Kinetica,Running,Women,US 9,Pink,Mesh,$120.00 ,12,$159.99,Palermo
508,Converse,Chuck 70,Casual,Men,US 9,Black,Canvas,$85.00 ,69,$229.99,Catania
509,Puma,Clyde All-Pro,Basketball,Men,US 9.5,Black,Leather,$130.00 ,25,$229.99,Florence
510,Vans,Sk8-Hi,Skate,Women,US 7,Black/White,Suede/Canvas,$70.00 ,95,$289.99,Bologna
511,New Balance,574,Casual,Men,US 8,Grey,Suede/Mesh,$80.00 ,43,$209.99,Bologna
512,Asics,Gel-Quantum 360,Running,Women,US 7.5,Grey,Mesh,$170.00 ,16,$249.99,Bologna
513,Fila,Mindblower,Fashion,Men,US 11,White/Red,Leather,$75.00 ,85,$299.99,Rome
514,Skechers,Energy Wave Linxe,Walking,Women,US 8,Grey,Mesh,$60.00 ,37,$269.99,Milan
515,Nike,React Infinity Run Flyknit 2,Running,Men,US 9.5,Black/White,Flyknit,$160.00 ,22,$189.99,Catania
516,Adidas,Ultraboost DNA,Running,Women,US 6.5,White,Primeknit,$180.00 ,81,$209.99,Naples
517,Reebok,Nano X1,Training,Men,US 10,Blue,Mesh,$130.00 ,33,$299.99,Bari
518,Converse,Jack Purcell,Casual,Women,US 7,White,Canvas,$65.00 ,14,$249.99,Genoa
519,Puma,Calibrate Runner,Running,Men,US 10.5,Grey,Mesh,$120.00 ,3,$289.99,Catania
520,Vans,Slip-On,Skate,Men,US 8.5,Black/White,Canvas,$50.00 ,94,$79.99,Catania
521,New Balance,FuelCell Rebel V2,Running,Women,US 7.5,Pink,Mesh,$110.00 ,9,$209.99,Genoa
522,Asics,Gel-Kayano 27,Running,Men,US 11.5,Black,Mesh,$160.00 ,2,$299.99,Turin
523,Fila,Original Fitness,Casual,Women,US 8.5,White,Leather,$60.00 ,28,$279.99,Genoa
524,Skechers,Go Run Mojo 2.0,Running,Men,US 9,Black,Mesh,$55.00 ,4,$149.99,Bari
525,Nike,Zoom Fly 3,Running,Women,US 9,Blue,Mesh,$160.00 ,83,$229.99,Bologna
526,Nike,Blazer Mid '77,Basketball,Men,US 11,White/Black,Leather,$100.00 ,56,$149.99,Genoa
527,Adidas,Yeezy Boost 350 V2,Lifestyle,Women,US 6.5,Cloud White,Primeknit,$220.00 ,92,$289.99,Bari
528,Reebok,Nano X1,CrossFit,Men,US 9.5,Black/White,Knit/Synthetic,$130.00 ,89,$229.99,Genoa
529,Converse,Jack Purcell,Casual,Women,US 8,Pink,Canvas,$65.00 ,99,$259.99,Rome
530,Puma,Calibrate,Running,Men,US 10,Grey/White,Mesh/Synthetic,$120.00 ,88,$199.99,Bologna
531,Vans,Sk8-Hi,Skate,Women,US 7,Black/White,Suede/Canvas,$70.00 ,82,$149.99,Genoa
532,New Balance,574,Casual,Men,US 12,Navy/Red,Suede/Mesh,$85.00 ,13,$129.99,Genoa
533,Asics,Gel-Quantum 90,Running,Women,US 7.5,Black/Gold,Mesh/Synthetic,$90.00 ,33,$219.99,Palermo
534,Fila,Original Fitness,Casual,Men,US 11,White/Navy/Red,Leather,$70.00 ,53,$269.99,Genoa
535,Skechers,Elite Flex,Walking,Women,US 9,Grey/Pink,Knit,$70.00 ,87,$289.99,Rome
536,Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh/Synthetic,$120.00 ,96,$239.99,Genoa
537,Adidas,NMD_R1,Lifestyle,Women,US 8.5,Black/Pink,Knit,$140.00 ,21,$229.99,Rome
538,Reebok,Floatride Energy 3,Running,Men,US 8.5,White/Black,Knit/Synthetic,$100.00 ,97,$169.99,Naples
539,Converse,All Star Chuck 70,Skate,Women,US 9,Black,Canvas,$85.00 ,24,$129.99,Catania
540,Puma,Clyde All-Pro,Basketball,Men,US 9,Black/Yellow,Leather/Synthetic,$130.00 ,99,$189.99,Florence
541,Vans,Era,Skate,Women,US 8,Multi-color,Canvas,$55.00 ,38,$239.99,Palermo
542,New Balance,Fresh Foam 880v11,Running,Men,US 9.5,Grey,Mesh,$130.00 ,26,$219.99,Rome
543,Asics,Gel-Kayano 28,Running,Women,US 9,Black,Mesh,$160.00 ,63,$239.99,Milan
544,Fila,Trigate,Running,Men,US 10,Black/White,Mesh/Synthetic,$65.00 ,44,$189.99,Catania
545,Nike,React Infinity Run,Running,Men,US 9.5,Blue/Green,Mesh,$160.00 ,66,$289.99,Catania
546,Adidas,NMD_R1,Lifestyle,Women,US 8,White/Black,Primeknit,$140.00 ,40,$269.99,Genoa
547,Reebok,Nano 9,CrossFit,Men,US 10,Black,Synthetic/Textile,$130.00 ,17,$279.99,Rome
548,Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,$65.00 ,5,$79.99,Catania
549,Puma,Calibrate Runner,Running,Men,US 11,Black/White,Mesh,$120.00 ,80,$289.99,Milan
550,Vans,Era,Skate,Women,US 7.5,Pink,Canvas,$50.00 ,85,$109.99,Bologna
551,New Balance,327,Casual,Men,US 8,Grey/Green,Suede/Mesh,$100.00 ,5,$219.99,Palermo
552,Asics,Gel-Quantum 180 5,Running,Women,US 9,Pink/Black,Mesh/Synthetic,$120.00 ,97,$229.99,Catania
553,Fila,D-Formation,Fashion,Men,US 9.5,White/Red,Leather/Synthetic,$70.00 ,43,$239.99,Genoa
554,Skechers,Max Cushioning Elite,Running,Women,US 6.5,Grey/Pink,Mesh,$90.00 ,16,$249.99,Turin
555,Nike,ZoomX Vaporfly Next%,Running,Men,US 10,Black/White,Mesh,$250.00 ,81,$259.99,Catania
556,Adidas,Yeezy Boost 350 V2,Fashion,Women,US 7.5,Cream White,Primeknit,$220.00 ,57,$289.99,Genoa
557,Reebok,Aztrek 96,Casual,Men,US 11.5,Black/White,Suede/Textile,$90.00 ,55,$279.99,Bari
558,Converse,Chuck 70,Casual,Women,US 6.5,Sunflower,Canvas,$85.00 ,75,$169.99,Rome
559,Puma,Future Rider,Lifestyle,Men,US 10,Blue/Red,Synthetic/Mesh,$80.00 ,35,$149.99,Bologna
560,Vans,Sk8-Hi,Skate,Women,US 8,Yellow,Canvas/Suede,$65.00 ,5,$249.99,Turin
561,New Balance,Fresh Foam More,Running,Men,US 9.5,Black/White,Mesh,$165.00 ,22,$239.99,Bologna
562,Asics,Gel-Kayano 28,Running,Women,US 7,White/Pink,Mesh,$160.00 ,81,$299.99,Bari
563,Fila,Venom,Fashion,Men,US 8.5,White/Red/Navy,Leather/Synthetic,$65.00 ,82,$199.99,Naples
564,Nike,Air Force 1 '07,Basketball,Men,US 11,White,Leather,$90.00 ,41,$259.99,Genoa
565,Adidas,NMD_R1,Lifestyle,Women,US 8,Pink,Primeknit,$130.00 ,76,$159.99,Rome
566,Reebok,Nano X1 Adventure,Training,Men,US 10.5,Grey,Flexweave,$130.00 ,3,$219.99,Florence
567,Converse,Jack Purcell Low Top,Casual,Women,US 7,White,Canvas,$65.00 ,17,$249.99,Palermo
568,Puma,Clyde All-Pro,Basketball,Men,US 12,Black/White,Leather/Synthetic,$130.00 ,48,$149.99,Florence
569,Vans,SK8-Hi,Skate,Women,US 7.5,Pink,Suede/Canvas,$65.00 ,59,$269.99,Milan
570,New Balance,327,Lifestyle,Men,US 9.5,Green,Suede/Mesh,$90.00 ,4,$169.99,Rome
571,Asics,Gel-Lyte III,Lifestyle,Women,US 9,Black/Grey,Leather/Suede,$110.00 ,81,$169.99,Milan
572,Fila,Original Fitness,Fashion,Men,US 9.5,White,Leather,$60.00 ,52,$149.99,Florence
573,Skechers,Max Cushioning Elite,Running,Women,US 7,Black,Mesh,$100.00 ,89,$119.99,Bari
574,Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh,$120.00 ,71,$189.99,Florence
575,Adidas,Harden Vol. 5,Basketball,Women,US 8.5,Grey,Textile,$130.00 ,18,$229.99,Bologna
576,Reebok,DMX Trail Shadow,Running,Men,US 9,Orange,Synthetic/Mesh,$120.00 ,55,$209.99,Rome
577,Converse,Chuck 70 High Top,Casual,Men,US 11.5,Black,Canvas,$85.00 ,48,$169.99,Genoa
578,Puma,RS-X Hard Drive,Lifestyle,Women,US 6.5,Silver/White,Mesh/Synthetic,$120.00 ,17,$159.99,Naples
579,Vans,Era,Skate,Men,US 8.5,Red,Canvas,$50.00 ,27,$269.99,Catania
580,New Balance,Fresh Foam More v3,Running,Women,US 8,Black,Mesh/Synthetic,$165.00 ,78,$209.99,Bologna
581,Asics,Gel-Quantum 360 6,Running,Men,US 10.5,Black/Red,Mesh/Synthetic,$170.00 ,78,$289.99,Florence
582,Fila,Mindblower,Fashion,Women,US 7,Pink,Synthetic,$75.00 ,64,$189.99,Florence
583,Skechers,D'Lites Fresh Start,Walking,Men,US 12,White,Synthetic/Leather,$65.00 ,61,$129.99,Florence
584,Nike,Blazer Mid '77,Skate,Men,US 9,Black/White,Leather,$100.00 ,98,$219.99,Bologna
585,Adidas,Ultraboost DNA,Running,Women,US 8.5,Grey,Primeknit,$180.00 ,77,$209.99,Palermo
586,Reebok,Classic Nylon,Casual,Men,US 12,Navy,Nylon,$65.00 ,94,$209.99,Catania
587,Converse,Chuck 70,Casual,Women,US 6.5,Pink,Canvas,$85.00 ,99,$229.99,Bologna
588,Puma,Calibrate Runner,Running,Men,US 10,Black,Mesh,$90.00 ,44,$219.99,Palermo
589,Vans,Sk8-Hi,Skate,Women,US 7.5,Red,Canvas/Suede,$70.00 ,100,$199.99,Bari
590,New Balance,Fresh Foam More,Running,Men,US 9.5,Black,Mesh,$160.00 ,11,$239.99,Catania
591,Asics,Gel-Quantum 180,Running,Women,US 7.5,Blue,Mesh,$120.00 ,11,$179.99,Genoa
592,Fila,D-Formation,Fashion,Men,US 11,White,Leather,$70.00 ,29,$199.99,Naples
593,Skechers,Solar Fuse,Walking,Women,US 8,Grey,Mesh,$70.00 ,51,$229.99,Naples
594,Nike,Air Max 2090,Running,Men,US 10.5,Green,Mesh,$150.00 ,57,$289.99,Turin
595,Adidas,Adilette Shower,Slides,Women,US 6,Pink,Synthetic,$25.00 ,8,$219.99,Palermo
596,Reebok,Nano X1,Training,Men,US 11,Red,Mesh,$130.00 ,85,$169.99,Florence
597,Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,$75.00 ,59,$269.99,Bologna
598,Puma,Suede Classic+,Casual,Men,US 8,Black,Suede,$65.00 ,24,$249.99,Genoa
599,Vans,Slip-On,Skate,Women,US 9,Checkerboard Black/White,Canvas,$50.00 ,90,$119.99,Bari
600,New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Green,Mesh,$130.00 ,82,$289.99,Bari
601,Asics,Gel-Sonoma 6,Trail,Women,US 6.5,Grey,Mesh,$75.00 ,32,$89.99,Turin
602,Fila,Ray Tracer Evo,Fashion,Men,US 12,Black,Synthetic,$65.00 ,37,$229.99,Bologna
603,Skechers,Max Cushioning,Running,Women,US 8,Navy,Mesh,$85.00 ,78,$129.99,Palermo
604,Nike,React Infinity Run Flyknit,Running,Men,US 11,Blue,Flyknit,$160.00 ,68,$269.99,Bologna
605,Nike,Air Force 1 Low,Casual,Men,US 12,White,Leather,$90.00 ,14,$219.99,Palermo
606,Adidas,Yeezy Boost 350,Fashion,Women,US 8,Cream White,Primeknit,$220.00 ,33,$259.99,Genoa
607,Reebok,Nano 9,Training,Men,US 11,Black/Gum,Flexweave/Cushioning,$130.00 ,43,$279.99,Bari
608,Converse,Jack Purcell,Casual,Women,US 7.5,Egret/Black,Canvas,$65.00 ,4,$269.99,Genoa
609,Puma,Calibrate Runner,Running,Men,US 10.5,Grey,Mesh,$100.00 ,62,$199.99,Naples
610,Vans,Sk8-Hi,Skate,Women,US 9.5,Black/White,Canvas/Suede,$70.00 ,63,$199.99,Turin
611,New Balance,997H,Casual,Men,US 9.5,Black/Grey,Suede/Mesh,$89.99 ,2,$289.99,Milan
612,Asics,Gel-Cumulus 22,Running,Women,US 8,Pink,Mesh,$120.00 ,76,$149.99,Milan
613,Fila,Mindblower,Fashion,Men,US 8.5,White/Navy/Red,Synthetic/Leather,$75.00 ,8,$269.99,Catania
614,Skechers,Go Walk 5,Walking,Women,US 7,Black,Mesh,$60.00 ,43,$269.99,Rome
615,Nike,Blazer Low,Casual,Men,US 10,Black,Leather,$85.00 ,13,$179.99,Rome
616,Adidas,Ultraboost 6.0,Running,Women,US 7,Grey,Primeknit,$180.00 ,36,$219.99,Palermo
617,Reebok,Aztrek 96,Casual,Men,US 12,White/Black,Synthetic,$90.00 ,66,$189.99,Bologna
618,Converse,Pro Leather,Basketball,Women,US 8.5,White,Leather,$75.00 ,26,$139.99,Rome
619,Puma,Suede Classic,Casual,Men,US 9.5,Black/White,Suede,$65.00 ,7,$259.99,Catania
620,Vans,Era,Skate,Women,US 8,True White,Canvas,$50.00 ,15,$79.99,Genoa
621,New Balance,1500v6,Racing,Men,US 8,Orange,Mesh,$110.00 ,86,$169.99,Catania
622,Asics,Gel-Kayano 27,Running,Women,US 7,Grey,Mesh,$160.00 ,67,$189.99,Bologna
623,Fila,Original Fitness,Casual,Men,US 10.5,Black,Leather,$60.00 ,88,$109.99,Catania
624,Skechers,Go Run Mojo,Running,Women,US 9.5,Grey/Pink,Mesh,$60.00 ,59,$229.99,Bologna
625,Nike,Air Force 1,Casual,Men,US 10.5,White,Leather,$90.00 ,34,$299.99,Bari
626,Adidas,NMD_R1,Lifestyle,Women,US 8.5,Grey/Pink,Primeknit,$140.00 ,92,$259.99,Genoa
627,Reebok,Nano X1 Adventure,Training,Men,US 11,Black,Knit,$130.00 ,93,$209.99,Milan
628,Converse,Chuck 70,Casual,Women,US 7,Pink,Canvas,$85.00 ,90,$179.99,Bari
629,Puma,Cali Sport,Fashion,Women,US 6.5,White/Black,Leather,$80.00 ,41,$159.99,Rome
630,Vans,Sk8-Hi,Skate,Men,US 9.5,Blue/White,Suede/Canvas,$70.00 ,85,$189.99,Rome
631,New Balance,Fresh Foam More v3,Running,Women,US 7.5,Pink/White,Mesh,$165.00 ,92,$289.99,Rome
632,Asics,Gel-Cumulus 23,Running,Men,US 9.5,Black,Mesh,$120.00 ,12,$259.99,Bologna
633,Fila,Trail Blazer,Hiking,Women,US 9.5,Green,Suede/Leather,$70.00 ,64,$109.99,Catania
634,Skechers,Go Run Mojo Pep,Running,Men,US 8.5,Black,Mesh,$70.00 ,76,$229.99,Genoa
635,Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Blue/Pink,Mesh,$120.00 ,58,$269.99,Genoa
636,Adidas,Superstar,Casual,Men,US 11,White/Black,Leather,$80.00 ,35,$249.99,Palermo
637,Reebok,Classic Nylon,Casual,Women,US 8.5,Purple,Nylon,$65.00 ,43,$269.99,Rome
638,Converse,Jack Purcell,Casual,Men,US 9,White,Canvas,$70.00 ,90,$79.99,Catania
639,Puma,Suede Classic+,Casual,Women,US 7,Black,Suede,$65.00 ,85,$159.99,Turin
640,Vans,Era,Skate,Men,US 10.5,Black/White,Canvas,$55.00 ,100,$279.99,Milan
641,New Balance,574,Casual,Women,US 9,Grey/White,Suede/Mesh,$80.00 ,67,$139.99,Bari
642,Asics,Gel-Contend 7,Running,Men,US 10,Blue,Mesh,$70.00 ,3,$199.99,Milan
643,Fila,Trigate,Running,Women,US 7,Black/Pink,Synthetic/Mesh,$70.00 ,64,$259.99,Naples
644,Skechers,Flex Appeal 4.0,Training,Men,US 8.5,Grey/Orange,Knit,$70.00 ,57,$299.99,Bari
645,Nike,Air Force 1 Low,Casual,Men,US 9.5,White,Leather,$90.00 ,88,$199.99,Milan
646,Adidas,Yeezy Boost 350 V2,Lifestyle,Men,US 11,Cream White,Primeknit,$220.00 ,65,$249.99,Naples
647,Reebok,Aztrek,Retro,Women,US 7.5,Black/Gold/Red,Suede/Mesh,$90.00 ,3,$179.99,Genoa
648,Converse,Jack Purcell,Casual,Men,US 8,Navy,Canvas,$65.00 ,4,$249.99,Palermo
649,Puma,Calibrate Runner,Running,Women,US 8,Grey/White,Mesh,$80.00 ,91,$219.99,Rome
650,Vans,Era,Skate,Men,US 10,Black/White,Canvas,$55.00 ,93,$199.99,Bari
651,New Balance,327,Retro,Men,US 12,Grey/Orange,Suede/Mesh,$100.00 ,77,$129.99,Rome
652,Asics,Gel-Kayano 27,Running,Women,US 9.5,Blue/Pink,Mesh,$160.00 ,4,$169.99,Rome
653,Fila,D-Formation,Fashion,Men,US 9,Black,Leather/Synthetic,$65.00 ,62,$119.99,Milan
654,Skechers,Go Run Ride 8,Running,Women,US 7.5,Black/Pink,Mesh,$90.00 ,16,$99.99,Catania
655,Nike,React Infinity Run,Running,Men,US 11,Black,Mesh/Synthetic,$160.00 ,64,$269.99,Bari
656,Adidas,NMD_R1,Lifestyle,Women,US 8,Black/Grey,Primeknit,$130.00 ,6,$259.99,Palermo
657,Reebok,Club MEMT,Casual,Men,US 9.5,White/Grey,Leather,$65.00 ,22,$279.99,Naples
658,Converse,Chuck 70,Skate,Women,US 6.5,White,Canvas,$85.00 ,79,$179.99,Palermo
659,Puma,Clyde,Retro,Men,US 8,Red,Suede,$80.00 ,65,$119.99,Florence
660,Vans,Sk8-Hi,Skate,Women,US 7.5,Pink/White,Canvas,$65.00 ,17,$139.99,Bologna
661,New Balance,1080v10,Running,Men,US 10.5,Grey,Mesh,$150.00 ,37,$269.99,Genoa
662,Asics,Gel-Quantum 180,Running,Women,US 7.5,Black/White,Mesh,$140.00 ,35,$279.99,Naples
663,Fila,Original Fitness,Casual,Men,US 10,White/Navy/Red,Leather,$60.00 ,58,$69.99,Bologna
664,Skechers,Summits,Walking,Women,US 9,Black/Grey,Mesh,$60.00 ,76,$109.99,Turin
665,Nike,Air Force 1,Basketball,Men,US 11,White,Leather,$90.00 ,96,$189.99,Rome
666,Adidas,Yeezy Boost 350 V2,Lifestyle,Men,US 9,Natural,Primeknit,$220.00 ,68,$249.99,Bologna
667,Reebok,Legacy Lifter,Weightlifting,Men,US 10.5,Black,Synthetic,$150.00 ,50,$249.99,Turin
668,Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,$75.00 ,11,$89.99,Palermo
669,Puma,Calibrate Runner,Running,Men,US 10,Grey,Mesh,$100.00 ,86,$169.99,Naples
670,Vans,Slip-On,Skate,Women,US 8.5,Checkered,Canvas,$50.00 ,5,$149.99,Milan
671,New Balance,327,Casual,Men,US 9,Navy/Red,Suede/Nylon,$100.00 ,31,$189.99,Bologna
672,Asics,Gel-Quantum 360 6,Running,Women,US 8.5,Pink,Mesh,$150.00 ,13,$199.99,Turin
673,Fila,Mindblower,Fashion,Men,US 11,White/Navy,Synthetic,$75.00 ,11,$269.99,Palermo
674,Skechers,Go Run Mojo,Running,Women,US 7.5,Black/Pink,Mesh,$65.00 ,87,$159.99,Milan
675,Nike,Zoom Fly 3,Running,Men,US 10,Black,Mesh,$160.00 ,25,$229.99,Milan
676,Adidas,Ultra Boost DNA,Running,Women,US 8.5,Grey,Primeknit,$180.00 ,82,$269.99,Milan
677,Reebok,Nano 9,Crossfit,Men,US 9.5,Grey/Black,Mesh,$130.00 ,79,$289.99,Milan
678,Converse,Pro Leather,Skate,Women,US 6,White,Leather,$75.00 ,41,$209.99,Turin
679,Puma,Clyde All-Pro,Basketball,Men,US 11.5,White/Black,Leather,$130.00 ,55,$269.99,Turin
680,Vans,Sk8-Hi,Skate,Men,US 8.5,Black/White,Suede/Canvas,$70.00 ,53,$129.99,Bologna
681,New Balance,574,Casual,Women,US 7.5,Burgundy,Suede/Leather,$80.00 ,13,$259.99,Florence
682,Asics,Gel-Cumulus 23,Running,Men,US 11.5,Black/Red,Mesh,$120.00 ,68,$169.99,Genoa
683,Fila,Original Fitness,Casual,Women,US 8.5,White/Navy,Leather,$65.00 ,67,$239.99,Bari
684,Skechers,Go Walk 5,Walking,Men,US 9,Charcoal,Mesh,$65.00 ,33,$99.99,Florence
685,Nike,Air Force 1,Casual,Men,US 8.5,White,Leather,$90.00 ,33,$259.99,Genoa
686,Adidas,Yeezy Boost 350,Lifestyle,Men,US 10,Grey,Primeknit,$220.00 ,29,$269.99,Naples
687,Reebok,Nano 9,Crossfit,Women,US 7,Black,Mesh,$130.00 ,14,$199.99,Genoa
688,Converse,All Star,Casual,Men,US 9,Red,Canvas,$55.00 ,92,$239.99,Rome
689,Puma,Clyde Court,Basketball,Men,US 11,Black,Mesh,$120.00 ,30,$159.99,Naples
690,Vans,Sk8-Hi,Skate,Women,US 7.5,Red,Suede,$65.00 ,64,$249.99,Palermo
691,New Balance,327,Lifestyle,Men,US 9,Green,Suede/Mesh,$90.00 ,26,$199.99,Naples
692,Asics,Gel-Kinsei OG,Running,Women,US 8.5,White,Mesh,$180.00 ,81,$249.99,Palermo
693,Fila,Mindblower,Fashion,Men,US 10,Blue,Synthetic,$75.00 ,84,$269.99,Bologna
694,Skechers,Go Walk 5,Walking,Women,US 8,Grey,Mesh,$60.00 ,92,$179.99,Rome
695,Nike,Zoom Pegasus 38,Running,Men,US 10,Black,Mesh,$120.00 ,59,$249.99,Bari
696,Adidas,NMD_R1,Lifestyle,Women,US 7.5,Black/Pink,Primeknit,$140.00 ,70,$149.99,Florence
697,Reebok,Aztrek 96,Casual,Men,US 11,Grey,Synthetic,$90.00 ,93,$279.99,Palermo
698,Converse,Pro Leather,Basketball,Women,US 8.5,White,Leather,$85.00 ,84,$129.99,Palermo
699,Puma,RS-X,Lifestyle,Men,US 9,Black,Leather,$110.00 ,89,$299.99,Turin
700,Vans,Era,Skate,Women,US 6.5,Black,Canvas,$50.00 ,27,$219.99,Catania
701,New Balance,FuelCell Rebel v2,Running,Women,US 9.5,Blue,Mesh,$130.00 ,42,$249.99,Palermo
702,Asics,Gel-Quantum 360 6,Running,Men,US 9,Black/Grey,Mesh,$180.00 ,64,$289.99,Milan
703,Fila,V94M Low,Fashion,Women,US 7,White/Pink,Leather,$75.00 ,65,$239.99,Turin
704,Skechers,Stamina,Training,Men,US 9,Black,Leather,$65.00 ,43,$139.99,Catania
705,Nike,SB Dunk Low,Skate,Men,US 9.5,Orange,Leather,$100.00 ,34,$159.99,Genoa
706,Nike,Air Force 1,Casual,Men,US 11,White/Black,Leather,$90.00 ,27,$119.99,Naples
707,Adidas,Yeezy Boost 350 V2,Fashion,Women,US 8.5,Cinder,Primeknit,$220.00 ,3,$249.99,Catania
708,Reebok,Zig Kinetica II,Running,Men,US 9.5,Black/White,Mesh/Synthetic,$120.00 ,82,$149.99,Catania
709,Converse,Jack Purcell,Casual,Women,US 7.5,Black/White,Canvas,$65.00 ,48,$269.99,Naples
710,Puma,Calibrate Runner,Running,Men,US 10,Grey,Mesh,$100.00 ,46,$189.99,Naples
711,Vans,Sk8-Hi,Skate,Women,US 6.5,Blue/White,Suede/Canvas,$70.00 ,68,$269.99,Genoa
712,New Balance,574 Classic,Casual,Men,US 9.5,Black/Yellow,Suede/Mesh,$80.00 ,38,$299.99,Genoa
713,Asics,Gel-Kayano Lite,Running,Women,US 8.5,Purple,Mesh/Synthetic,$120.00 ,6,$239.99,Catania
714,Fila,Trailblazer,Fashion,Men,US 10.5,Black/Gold,Leather/Suede,$75.00 ,78,$279.99,Genoa
715,Skechers,Uno Bold,Lifestyle,Women,US 7.5,Pink/White,Synthetic,$70.00 ,51,$249.99,Palermo
716,Nike,Air Max 2090,Running,Men,US 11.5,Black/White,Mesh/Synthetic,$150.00 ,71,$209.99,Genoa
717,Adidas,Ultra Boost DNA,Running,Women,US 8,Grey/White,Primeknit,$180.00 ,15,$279.99,Rome
718,Reebok,Classic Leather,Casual,Men,US 12,Navy/White,Leather,$75.00 ,7,$149.99,Florence
719,Converse,Chuck 70,Casual,Women,US 9,Red,Canvas,$85.00 ,62,$209.99,Milan
720,Puma,Suede Classic,Casual,Men,US 9.5,Red/White,Suede,$65.00 ,77,$239.99,Turin
721,Vans,Era,Skate,Women,US 7,Black/White,Canvas,$55.00 ,93,$209.99,Florence
722,New Balance,FuelCell Rebel v2,Running,Men,US 10.5,Blue/Yellow,Mesh,$100.00 ,70,$279.99,Catania
723,Asics,Gel-Quantum 360 6,Running,Women,US 7.5,White/Grey,Mesh/Synthetic,$180.00 ,34,$209.99,Milan
724,Fila,Strada,Fashion,Men,US 11,White/Red/Blue,Synthetic,$70.00 ,25,$109.99,Bologna
725,Nike,Air Force 1,Casual,Men,US 12,White,Leather,$90.00 ,93,$109.99,Genoa
726,Adidas,NMD_R1,Lifestyle,Women,US 7,Pink,Primeknit,$140.00 ,96,$199.99,Milan
727,Reebok,Nano X1,Training,Men,US 11,Black,Flexweave,$130.00 ,74,$209.99,Turin
728,Converse,Jack Purcell,Casual,Men,US 9,White,Canvas,$65.00 ,93,$119.99,Florence
729,Puma,Clyde All-Pro,Basketball,Men,US 10.5,Black,Leather,$130.00 ,36,$209.99,Milan
730,Vans,Sk8-Hi,Skate,Women,US 8,Black/White,Suede/Canvas,$65.00 ,15,$109.99,Florence
731,New Balance,327,Lifestyle,Men,US 9.5,Grey,Suede/Mesh,$90.00 ,63,$149.99,Rome
732,Asics,Gel-Quantum 360 6,Running,Women,US 8.5,Black/Pink,Mesh/Synthetic,$160.00 ,40,$179.99,Naples
733,Fila,Mindblower,Fashion,Men,US 10,White/Black,Leather/Synthetic,$75.00 ,68,$229.99,Florence
734,Skechers,Max Cushioning Elite,Running,Women,US 7,Grey/Pink,Mesh,$90.00 ,9,$179.99,Milan
735,Nike,ZoomX Invincible,Running,Men,US 10.5,Blue,Mesh,$180.00 ,21,$229.99,Bari
736,Adidas,Harden Vol. 5,Basketball,Women,US 8.5,Purple,Synthetic,$130.00 ,36,$259.99,Catania
737,Reebok,Classic Nylon,Casual,Men,US 12,Navy,Nylon,$60.00 ,71,$169.99,Genoa
738,Converse,Chuck 70,Casual,Women,US 7,Ivory,Canvas,$85.00 ,75,$159.99,Genoa
739,Puma,Suede Classic+,Casual,Men,US 8.5,Black/White,Suede,$65.00 ,19,$249.99,Milan
740,Vans,Era,Skate,Men,US 9.5,Red,Canvas,$50.00 ,91,$69.99,Turin
741,New Balance,FuelCell Prism,Running,Women,US 9.5,Black,Mesh,$90.00 ,75,$259.99,Naples
742,Asics,Gel-Excite 8,Running,Men,US 9,Grey/Black,Mesh,$75.00 ,48,$99.99,Catania
743,Fila,Spaghetti,Fashion,Women,US 7,White,Leather/Synthetic,$70.00 ,58,$299.99,Catania
744,Skechers,D'Lites Fresh Start,Walking,Men,US 10.5,Black,Leather,$60.00 ,99,$129.99,Milan
745,Nike,Air Force 1,Casual,Men,US 11,White,Leather,$90.00 ,57,$99.99,Milan
746,Adidas,NMD_R1,Lifestyle,Women,US 8,Black,Primeknit,$140.00 ,57,$219.99,Catania
747,Reebok,Nano 9,Training,Men,US 10.5,Red,Mesh,$130.00 ,75,$199.99,Turin
748,Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,$65.00 ,42,$129.99,Bologna
749,Puma,Calibrate Runner,Running,Men,US 8.5,Black,Mesh,$90.00 ,70,$289.99,Naples
750,Vans,Sk8-Hi,Skate,Women,US 9,Purple,Suede/Canvas,$65.00 ,39,$279.99,Bologna
751,New Balance,Fresh Foam More v3,Running,Women,US 9,Grey,Mesh,$160.00 ,100,$189.99,Bari
752,Asics,Gel-Kahana 8,Running,Men,US 9.5,Blue,Mesh,$85.00 ,8,$239.99,Genoa
753,Fila,Tracer,Fashion,Women,US 7.5,White,Synthetic,$65.00 ,71,$279.99,Palermo
754,Skechers,Summits,Walking,Men,US 12,Black,Mesh,$65.00 ,5,$189.99,Florence
755,Nike,Epic React Flyknit,Running,Women,US 7.5,Grey,Flyknit,$150.00 ,41,$169.99,Bari
756,Adidas,Ultraboost 4.0,Running,Men,US 11,Black,Primeknit,$180.00 ,60,$229.99,Bari
